,-4,-3,-2,-1,0,1,2,3,4
Total Debt,-0.146977073103738,0.0243659807251651,0.180754268135323,0.302936498924563,0.393775391774508,0.462291269040753,0.511481233205684,0.519878025006101,0.458995971266569
 (s.e.),0.0195510824755795,0.0216635862381603,0.0219312820998393,0.0202470700373573,0.0180112443893225,0.0157843147297624,0.0134621240583918,0.0124485202352901,0.0140257848780245
 (p-val.),2.67990488327948e-05,0.00185709734960102,1.61911995714639e-09,3.79867749532946e-16,1.74410919747856e-22,7.93167657439352e-29,1.79582066902589e-34,1.81441266707458e-36,5.48202499703272e-31
Short Term Loans,-0.146969342255275,-0.2131692344366,-0.268692078913879,-0.276211543045899,-0.214726023052551,-0.0946650927923647,0.0440579212685131,0.158431159806114,0.222110644859371
 (s.e.),0.0189455996740279,0.017165454013777,0.0164994660491753,0.0171504500472287,0.0186686896248572,0.0206347268862879,0.0223704097143105,0.0229384081143752,0.021956922248914
 (p-val.),1.62044348068186e-05,1.09077617031049e-09,4.22746283049037e-15,1.79843892361951e-15,3.17467508684869e-12,0.00107088407841451,7.28694288879228e-05,7.34698552383693e-06,5.87948407227184e-09
Long Term Loans,-0.132492780061757,0.0489360786072764,0.214057237357714,0.33908715126505,0.424455248460006,0.480390302539267,0.51441265829625,0.509714035245619,0.440519143146965
 (s.e.),0.0194255401187412,0.0213993449747115,0.0215229317857168,0.0197243551505695,0.0174631623596746,0.0153498513570494,0.0131655364919725,0.0122681020694187,0.0139752062271009
 (p-val.),0.000212982402442284,0.000557764505628384,1.22480638555469e-11,9.86806738292785e-18,7.85313777606294e-25,2.62098172831851e-30,4.58556901924734e-35,2.79830158617589e-36,4.79249185142646e-30
Total Deposits,-0.230151352619766,-0.247514739091488,-0.208531530824896,-0.113689329271574,0.0156117032863219,0.140637223916393,0.2231384872233,0.244763756621965,0.214879421387387
 (s.e.),0.0190737273137941,0.0193760975864409,0.0201190257363445,0.0212277674129223,0.022401364138323,0.023098190384107,0.0231796268663421,0.0226731614406896,0.0218943812620687
 (p-val.),2.56836259796139e-11,1.92257910456031e-12,7.89272138099713e-10,3.81001065154189e-05,0.000492950680294452,4.89297416023052e-05,1.35111255362566e-08,3.17775096849601e-10,4.33738687762132e-09
Firms Debt Rate,-0.151946025523569,-0.0365455918052422,0.070789623886377,0.175389024165784,0.286823478726683,0.398555282916731,0.48805231054228,0.518646463208645,0.463680020297222
 (s.e.),0.0183737572374841,0.0199161198046531,0.0207014292139925,0.020419998391052,0.0190902933845707,0.0166491244326761,0.0139820780875804,0.0129271160854951,0.0141407031007915
 (p-val.),7.42110297744402e-07,0.0770942037392703,8.33608923909831e-05,3.66234459192792e-11,8.83161813383229e-16,3.17193868279828e-24,1.47500921136375e-32,1.22427916733787e-35,4.48518471246367e-31
Class Debt Rate,0.0444407326559411,-0.072409079074538,-0.201628389531743,-0.318254226783938,-0.393153412947354,-0.401233430556723,-0.341545736896801,-0.230634021190663,-0.099033999975052
 (s.e.),0.0263105050038839,0.0301740719988675,0.0323598767018674,0.0314228111677649,0.0266839183890967,0.0195186819662061,0.0161642682093176,0.0213346077332614,0.0284560731159672
 (p-val.),2.40854579320882e-05,0.000741691606746911,7.81834228709693e-05,9.92672161319391e-10,9.34349445191196e-16,1.82373223658514e-21,4.62125028550368e-21,1.08094346946128e-10,4.23155110450684e-07
Financial Sector Leverage,0.0460250485467451,0.1897505255027,0.282954523682624,0.310869878023444,0.289937620981761,0.253766565427988,0.231832378426113,0.222081751864934,0.197597510514457
 (s.e.),0.0192447926192921,0.0197036853137963,0.019175589748597,0.0180684192360541,0.0175593980530274,0.0179880696957606,0.0184914818870029,0.0188933688145926,0.019612789196604
 (p-val.),0.0554961358738474,2.5016928223412e-09,4.42586835587457e-15,5.52978903024466e-17,9.15129702835176e-17,4.63157800107428e-14,9.77738971744417e-11,1.24300571907708e-10,2.8743417688938e-10
Financial Sector Profits,-0.0343408956107079,0.0894401381655017,0.221902998087473,0.309356457456312,0.315087922482895,0.243459785049155,0.139323372530356,0.0528717010182247,0.00602777364998931
 (s.e.),0.0134280420224862,0.0130221525126523,0.013088201849138,0.0139927616434336,0.0148652946054086,0.0151792316608363,0.0153912380145098,0.0154849317874259,0.0147671050999757
 (p-val.),0.837279851399151,0.152379858580261,1.64747166804994e-14,3.23312074097024e-21,1.35211704726426e-20,4.20072537816087e-14,2.69647474489638e-05,0.268475977126231,0.694294860989304
Financial Sector Default Rate,-0.0055542790593645,-0.122604870152174,-0.246093458270871,-0.321549543697337,-0.31090524684655,-0.218645608700575,-0.0927955706704723,0.0109868113258064,0.0658907285868455
 (s.e.),0.0126962049310022,0.0117028411440188,0.0119720012400567,0.0135555860057692,0.0147806364170535,0.0149532738147123,0.0150856731931548,0.015431165647623,0.0149689504683173
 (p-val.),0.983021775550397,0.000323817520394726,4.23209681773696e-18,9.23613191649423e-23,2.2780769298828e-20,7.08705034911309e-13,0.00442902179270357,0.33692939947258,0.127973316045241
Share of Ponzi Firms,-0.0935614118370304,-0.0633505338778404,-0.054605372290918,-0.0668432137502953,-0.0716585449939759,-0.0409794475295285,0.0243637291942458,0.0941614431448213,0.135638426334521
 (s.e.),0.0163965660607072,0.017386827750327,0.0167543083285846,0.0156620999505263,0.0163691614334988,0.0164990537380663,0.0145082327387648,0.0126654261962497,0.012675237279415
 (p-val.),0.00756596520000646,0.147814552356595,0.314648234429671,0.354748492857072,0.152620607532174,0.393901681780106,0.463064823507875,0.00631310485393926,3.38412143757431e-05
Share of Speculative Firms,-0.1685321172821,-0.18861103009846,-0.213181849841286,-0.233639947201433,-0.231668745846274,-0.187352849858405,-0.0956303080395821,0.0274861477097648,0.148215426852801
 (s.e.),0.0156796467608068,0.0159922563613371,0.0152386467923498,0.0140212449103594,0.0133566037604053,0.013265580935296,0.0133501840361941,0.0136271799667121,0.0139745657899619
