,-4,-3,-2,-1,0,1,2,3,4
Total Debt,-0.0761411168071546,0.10590826461186,0.26443133066066,0.379339804251372,0.45395550804497,0.498653905708726,0.520254179382497,0.500346339461485,0.414103903157019
 (s.e.),0.0218196401582433,0.0221368433750388,0.0213505127794457,0.0196749823313314,0.0183658603324814,0.017986107538091,0.0179413483444818,0.0179881442595269,0.0182746409555558
 (p-val.),0.00241645012802897,0.000130853733519737,1.35143605919736e-12,1.53022023136346e-20,4.96813175637904e-26,1.97973848482695e-28,3.88907790253655e-29,3.65929731188507e-28,2.12166733444042e-23
Short Term Loans,-0.172527121189986,-0.228370355647875,-0.271509929013244,-0.266454901260172,-0.194702816037345,-0.0694829446212518,0.0703238103009859,0.182708127646601,0.242511638249051
 (s.e.),0.0189783231296333,0.0172939232064026,0.0155879198193577,0.0148932713456983,0.0160218858866799,0.0185318267577317,0.0208590960163872,0.021528840471431,0.0204034423110874
 (p-val.),1.31211212453238e-06,5.90513937351946e-11,3.17949487951e-16,9.62092222525038e-17,6.11347990522362e-10,0.0152374728032247,0.0005435758270193,1.02842435243104e-08,2.75120272138631e-11
Long Term Loans,-0.0604963910621317,0.129947910475511,0.295394530863559,0.411550285864636,0.479744484785762,0.511907945854366,0.519316725128989,0.487837519045674,0.394847592295604
 (s.e.),0.021046303166086,0.0212593565836935,0.0205625717221912,0.0192303340135189,0.0185141465673381,0.018655649527071,0.0186983957296195,0.0184165740963428,0.0181958984397164
 (p-val.),0.00685475342660705,8.52759824042063e-05,7.47003208125915e-15,2.80454202336689e-23,5.85746725185367e-28,2.07725203642237e-29,1.51318185257479e-29,5.10297561116158e-28,9.12903233603948e-23
Total Deposits,-0.180011939765152,-0.159952909995009,-0.0954828902404706,0.00663373577012589,0.123615439743429,0.221283163544135,0.270494124745847,0.261962156979745,0.209720636626656
 (s.e.),0.0209679392937476,0.0192122200078864,0.0200272425560487,0.0231747142601355,0.0270881972625721,0.0299520233427213,0.0310279273703656,0.0301108765632303,0.0274288710169135
 (p-val.),1.98011668841027e-07,2.08499773999881e-06,0.000888181586470785,0.00237106646431468,5.12443973910809e-05,2.18777885463654e-07,2.10888642621352e-08,1.28597545240469e-08,8.70498091902943e-08
Firms Debt Rate,-0.132505171910483,-0.00247036305754409,0.114080001671783,0.219320141799975,0.322444233730365,0.420163356475181,0.49531902356696,0.514656138277292,0.452168944116765
 (s.e.),0.0203046790983742,0.0184114045634581,0.0168940161734419,0.0163892636065455,0.0166073579828854,0.0170494930852955,0.0174315690422525,0.0174802900327829,0.0170443490742255
 (p-val.),6.13748073560702e-06,0.206111828861932,4.33643401304303e-05,5.21964691727316e-11,1.88034323013794e-19,1.94031169168511e-25,4.36938267184179e-29,4.392768578283e-30,1.41232221147804e-27
Class Debt Rate,-0.0705926553675385,-0.200253704096445,-0.325871285806606,-0.421388822247177,-0.460624616130373,-0.423984849941414,-0.3195260490249,-0.171151130933953,-0.0129087352113016
 (s.e.),0.0308958595039797,0.0356045049375701,0.0378627914695548,0.036194200880783,0.029976680589865,0.0211377423351089,0.018326831800952,0.0265801722479802,0.0363903990495176
 (p-val.),3.03169937924741e-06,3.80870657409422e-07,1.75157194592379e-09,1.21336173170694e-13,1.0038719411024e-18,3.34937748088939e-24,9.34408634121578e-20,1.52894422899417e-06,2.48892222371885e-08
Financial Sector Leverage,0.0307531237995673,0.17298224190949,0.270430207551245,0.30961553095161,0.306128704075088,0.288009656973487,0.279035612104688,0.269773144162681,0.23141116103382
 (s.e.),0.0199182651321956,0.0198724212468357,0.01911682108408,0.0181209836609402,0.0182463094484752,0.019649704046798,0.0210137251113238,0.0214415003598438,0.0209927684165135
 (p-val.),0.0200503936473164,8.73179536672899e-09,2.24421722150701e-15,7.82500028618348e-18,1.83228539582268e-16,5.25561613567921e-14,2.03933669516109e-12,8.27026194041228e-12,1.60429408029044e-10
