Country_Annual_Real_GDP_MC_1	Country_Energy_Intensity_MC_1	Country_Emissions_MC_1	Country_Carbon_Intensity_MC_1	Country_Domestic_Energy_Demand_MC_1
NA	NA	NA	NA	NA
2175.11721	0.2349003929	193.4127846	0.3631365659	120.7076712
2158.568536	0.2356374112	189.9361229	0.3577279495	170.682132
2135.343402	0.2383678938	187.9939028	0.3585789075	228.4078158
2127.802473	0.334356153	237.8784921	0.4405494094	289.5872041
1935.09932	0.5579561591	238.6221452	0.7031316262	305.8229934
1657.206999	0.6387441063	199.5840383	0.7903432028	290.1282855
1376.135105	0.4954411932	146.9108982	0.6091990548	264.5394156
1074.855268	0.3936042175	121.6768323	0.5129844097	242.1740995
965.2808653	0.3488003542	106.9704691	0.4648570486	211.6958881
956.3655651	0.3714742499	120.1566653	0.4944234007	186.5295091
914.2177759	0.4121082544	112.5880053	0.5631930491	178.8581568
799.5731568	0.4716281212	79.2778625	0.6593511357	168.5873376
680.7120614	0.349449897	52.30806964	0.4760053408	151.9846381
528.0404976	0.426629901	47.72809592	0.5907521021	150.685514
418.9917476	0.2910647143	38.69896815	0.4276967056	138.5844357
395.0048305	0.2850562848	41.01375023	0.4087955648	124.0747925
394.0041398	0.2207204727	37.75538965	0.339752296	118.9764165
416.7936514	0.2115568028	37.89606918	0.3288431086	120.2942576
445.6378942	0.2207977128	41.20601475	0.3404824403	120.9554993
477.5192812	0.2242646177	45.2691513	0.3425359683	122.645472
511.3890671	0.2218457032	49.05920829	0.3386878541	125.0023243
551.1849419	0.2233751178	52.43240903	0.3396559311	128.0639049
591.8436772	0.2254292108	55.42651259	0.3421237356	131.7902961
631.3939903	0.2279046883	59.17045687	0.3436628811	136.0489316
672.6378738	0.2321916898	64.87760559	0.3473349146	140.2915354
717.5365615	0.23535707	69.8107602	0.3483175472	144.8185981
768.7959497	0.2391968702	75.43953135	0.3521856946	149.7075163
826.4523551	0.2447714046	82.48699135	0.356975666	155.34822
888.3105009	0.2485121938	89.53961162	0.3583002314	161.7464003
955.5465211	0.2555290014	98.05387514	0.3640061967	168.9408693
1028.722991	0.2607209088	106.7751333	0.3690993634	176.3967362
1109.126422	0.2653770774	116.8267828	0.3730324448	184.9018329
1195.780902	0.2765943112	129.0831435	0.3809981626	192.9300486
1286.69033	0.2874362339	142.2656834	0.3915195719	202.7469216
1379.006867	0.2920084373	153.0536326	0.397993897	212.9291668
1474.756213	0.2943983064	165.3246216	0.4008676669	224.4697347
1577.603699	0.3094569069	183.0322422	0.410528034	233.9454847
1695.764743	0.3233550828	205.8942341	0.4240841944	246.1286891
1820.674566	0.3272956729	222.1020939	0.4315296735	259.9091662
1945.334246	0.3288722111	236.2055732	0.4355385038	276.8697545
2072.033521	0.3470867139	258.8288159	0.447750111	289.0884864
2214.667879	0.3639924458	291.7867895	0.4625332059	302.4017247
2353.330027	0.3697990113	309.7614782	0.4715900499	319.5497694
2485.242821	0.3720047275	323.0376724	0.4784730905	339.8863264
2617.235192	0.3815735391	342.43383	0.482195747	354.2402297
2732.421012	0.4027099645	374.4489969	0.5038405353	370.7205444
2774.314836	0.4309335479	374.7732005	0.5424227688	386.4551399
2818.868074	0.3927363706	355.7376915	0.4974133714	398.2432272
2879.11665	0.4081942787	388.5587786	0.5065279951	403.8433154
2957.533144	0.4146823063	419.6667229	0.5117810327	409.7540775
3119.398968	0.4201036393	443.1996408	0.5181067092	417.7096786
3272.005573	0.4171405754	450.5388074	0.5188541977	435.9971715
3405.629163	0.4196561149	467.3321761	0.5197939463	452.187935
3534.713062	0.430691913	502.2251539	0.5295607636	470.6431258
3654.016674	0.4360846122	522.3384539	0.5365261551	487.5554086
3757.572738	0.4401708975	528.6797447	0.5450359138	507.6521201
3858.063228	0.4464498604	546.5147854	0.5482062504	516.7584356
3955.263417	0.4511687372	574.7342943	0.5516414558	528.1954978
4066.173295	0.4521768251	598.0604519	0.5526159289	538.699212
4187.622286	0.4540044443	608.1465219	0.5589824664	557.4320516
4310.379856	0.4549585039	624.1067824	0.5579251503	567.5123619
4434.423136	0.4596119081	654.9960352	0.5615701896	583.1879963
4558.488862	0.4568003619	673.6594524	0.5597452769	597.1221827
4666.736529	0.4644470389	685.4865571	0.5734835622	618.8409221
4767.887482	0.4661498686	698.0496549	0.5729730658	627.573182
4868.189563	0.4728606671	729.5525555	0.5782063206	640.5684023
4949.460525	0.4702697927	739.7417943	0.577017734	649.9545384
5039.992062	0.4622601306	734.7592428	0.5737221586	668.6702425
5099.151307	0.4789674673	755.119936	0.5917103068	675.5620696
5167.012951	0.4662957309	762.2409329	0.5742174899	683.0645166
5212.192555	0.4686181665	772.2187938	0.5804166077	690.335203
5246.806141	0.455441624	753.858611	0.5703300575	704.8619118
5270.095251	0.4772383002	774.1337171	0.5948370535	707.3761431
5327.948585	0.4605384032	786.4456011	0.5681832942	706.4745448
5397.994438	0.4643850936	809.9351426	0.577401309	710.5741509
5458.044344	0.4629016387	804.2684056	0.580857149	724.0445702
5521.216906	0.4805186501	820.5702647	0.5987070049	725.6500506
5608.87732	0.4599476506	836.7664043	0.5661010602	725.8271871
5693.622281	0.4671216948	864.9401607	0.5811058141	734.4616661
5762.91514	0.4698468087	856.6744559	0.5906193788	752.9040669
5842.588168	0.4852970295	874.1641359	0.6035921065	755.3006181
5919.133881	0.4649178174	885.6994849	0.570269615	757.5145438
5979.855347	0.4722409022	908.2921071	0.5869004991	768.0139852
6041.40299	0.4720205849	895.902567	0.592719586	785.4904924
6083.314827	0.4872321962	903.6815362	0.6067554687	788.896356
6136.704329	0.4651060705	916.3396768	0.5708962003	787.4267089
6182.13649	0.4712100788	933.6301202	0.5868344955	795.1832769
6204.055773	0.4764836447	918.375109	0.5994263417	810.4967683
6233.905086	0.4871497647	919.9046224	0.6073999344	811.1673134
6275.771575	0.4595510188	935.2037524	0.5654566685	810.2511737
6349.677379	0.4639115491	964.0028509	0.5782713324	816.4632684
6451.073286	0.47515025	973.7795283	0.5951011167	830.641707
6547.037468	0.4875822129	978.5909697	0.6061560355	834.7863441
6625.981885	0.4678060484	994.0605718	0.5743922356	836.7945436
6693.385981	0.4727013789	1013.41972	0.5854338434	844.7517377
6757.04927	0.4798443162	1015.192007	0.5975643157	860.3390519
6806.137098	0.5018766472	1029.787174	0.6198634853	862.8597886
6829.386219	0.4812246546	1029.203761	0.587182512	859.9591717
6846.809343	0.4766834778	1026.669825	0.5874801944	861.1251042
6862.880246	0.4815965669	1024.386958	0.5970375292	872.2820299
6877.364056	0.501099259	1034.048565	0.617304938	872.7011272
6910.457843	0.4785480532	1038.508715	0.5820567422	865.8420861
6941.952738	0.4724840554	1039.179966	0.5836684494	869.6000522
6967.678373	0.4838646446	1043.450508	0.5995748039	882.2722365
6979.981345	0.5072980573	1050.367808	0.6234702895	881.2076976
6965.636492	0.4868972332	1042.827853	0.5896823844	871.6349436
6951.365983	0.4841980651	1045.123545	0.5928392584	868.3279177
6944.233957	0.4834668173	1033.967407	0.5972649997	876.168571
6938.654218	0.5051742288	1042.120254	0.6211536872	876.7755563
6966.697506	0.475679436	1039.914299	0.5789299012	870.5161283
6994.082997	0.472039012	1042.255146	0.5817384835	873.8427843
