Country_Annual_Real_GDP_MC_1	Country_Energy_Intensity_MC_1	Country_Emissions_MC_1	Country_Carbon_Intensity_MC_1	Country_Domestic_Energy_Demand_MC_1
NA	NA	NA	NA	NA
2175.11721	0.2349003929	193.4127846	0.3631365659	120.7076712
2158.567676	0.2356377935	189.9361211	0.3577285264	170.6821302
2135.343533	0.2383668023	187.9934904	0.3585774444	228.4079171
2127.834082	0.3343367344	237.8805689	0.4405275715	289.5949427
1935.261287	0.5577647863	238.6434901	0.7029091335	305.8593163
1657.506944	0.6386836463	199.6787268	0.7902759955	290.1626571
1376.509039	0.4958514809	147.0742961	0.6096465312	264.5936184
1074.550939	0.3949668576	121.644531	0.5144155641	242.1416436
964.4886919	0.3495073357	106.9614718	0.4656217436	211.5509169
953.7293666	0.3748405827	120.2096193	0.4988058221	186.3919013
910.5491614	0.4132810113	112.3571177	0.5643885836	178.57438
799.8395293	0.4615789676	79.39645817	0.6449546008	168.2656434
686.2985754	0.3452120609	53.91353299	0.4716356432	152.4026919
539.8320887	0.4265846986	49.36869921	0.5916740311	151.132802
436.5963281	0.2898309526	40.70678261	0.4251460059	139.0191581
413.7070341	0.2842075379	42.75482257	0.4082039108	125.4074262
411.0362652	0.2226386337	39.36327719	0.3430908233	120.5215358
431.8830183	0.2146409607	39.17344133	0.332582471	121.6998879
458.4090559	0.2226962213	42.42027874	0.3431468788	122.2216037
488.2496769	0.2268088064	46.59637742	0.3462553779	123.752521
521.0291052	0.222821203	50.12054136	0.340762758	125.9840325
560.7217635	0.2252235631	53.74222531	0.3430652145	129.0472368
602.0967343	0.226433917	56.73071655	0.3434819799	132.8722355
643.9387698	0.2304498254	61.38055531	0.3471653131	137.1901447
688.5925689	0.2334296137	67.15308119	0.3484862639	141.8318113
738.0768135	0.2371255338	72.80779927	0.3506814416	146.620421
793.6131822	0.2405191277	78.57394132	0.3534598326	152.0954937
855.3779336	0.2455600054	85.98501701	0.3578167996	158.2911678
920.9684542	0.2538397955	94.75744466	0.3645308327	164.6288528
986.4592331	0.2601592119	101.7209238	0.3695459338	172.3825138
1053.006271	0.264216008	108.6897552	0.3736712015	179.7740226
1124.816581	0.2701876351	119.0028857	0.3794069736	187.7222033
1203.252864	0.2802439207	131.5752667	0.3859494837	195.0404029
1291.595604	0.2895495366	144.9417716	0.3949717385	203.9950155
1388.918789	0.2921216672	156.3584494	0.3987104122	213.8935369
1494.438808	0.2955703184	170.7729006	0.4033126675	225.7906273
1607.047218	0.3092942403	188.684582	0.4119690705	236.2442045
1731.736535	0.3236305465	210.948404	0.4251888652	249.1348261
1850.307831	0.3341595007	227.3317398	0.4406177345	263.625757
1969.592944	0.3354075061	241.5766495	0.4423327667	279.814901
2093.023644	0.3536396963	266.2257066	0.454708535	291.5857812
2233.328745	0.367985096	297.0714544	0.4665923937	305.8250179
2377.606755	0.3750126437	315.0412779	0.4774737512	322.9319605
2496.380268	0.3830338078	324.8893785	0.4903046683	344.012188
2612.783659	0.3932168584	344.2573252	0.4936286589	356.4410937
2715.3116	0.4164536129	378.5162782	0.5152031152	369.8137938
2761.348215	0.4300011845	374.5206465	0.5365117107	383.9010436
2808.759239	0.4004174874	357.488389	0.5046435521	396.6449323
2858.415618	0.4134179622	382.9890164	0.5129081795	402.4041155
2919.411004	0.4210412025	411.3437727	0.5180021401	407.196798
3045.050029	0.4230556339	430.2456987	0.5206382709	413.8286001
3174.611911	0.4211378811	436.8202231	0.5221199251	429.9373501
3290.63483	0.4268408453	453.9546717	0.5265749647	443.7940767
3403.560966	0.4357534338	484.498799	0.5334174782	458.2227363
3512.156562	0.4422772905	505.686685	0.5414108776	472.513392
3626.217223	0.4398345345	515.0535676	0.5405291207	491.3900833
3742.571311	0.4509036581	537.3085439	0.5498452778	502.1234055
3849.930691	0.4589978342	564.1895013	0.5565073592	515.6162209
3965.455946	0.456156006	579.2604715	0.5532332059	527.7426544
4072.732545	0.4560147356	587.8739436	0.5566856238	546.7223522
4178.479248	0.460259024	605.9279838	0.5595877573	557.6435673
4287.971385	0.4652841554	633.9374671	0.5633950557	570.4414383
4389.372055	0.4672279371	652.0986619	0.5663191091	581.1162664
4487.859425	0.4650462375	656.6171351	0.5683408525	598.8402542
4576.48583	0.4755460433	680.005053	0.5782770411	606.9557393
4663.69937	0.4789189231	700.0901701	0.5801591764	617.6813289
4742.767196	0.4734242434	707.2582455	0.5755348127	625.6583455
4803.093404	0.4740769284	702.731836	0.5818819051	644.3355329
4852.886866	0.4749274628	713.7908065	0.580578137	648.3892189
4915.249478	0.4790330753	737.0202146	0.5816449035	654.0203925
4963.146959	0.4695886701	742.014119	0.5747891405	658.8303582
4990.113417	0.4758456286	732.2633774	0.5868079788	672.4432378
4995.728164	0.4744711115	726.4421806	0.5849086314	674.2255094
5032.148287	0.4591173709	739.6734585	0.5606686159	674.7741085
5059.486872	0.4650334001	752.605075	0.5728597105	678.4740681
5098.071403	0.4596522795	739.4895404	0.5714856821	688.8151342
5153.322495	0.4728153926	760.7852289	0.5840386779	689.185305
5225.253579	0.4582712792	781.6108412	0.5601222816	688.8488263
5299.526546	0.4607897021	792.9459507	0.5693823192	696.3335824
5369.794751	0.4637039139	788.954077	0.5785691437	712.9662631
5430.090423	0.4776121662	807.1767306	0.5906403475	717.2857568
5496.92927	0.4667975961	826.9056765	0.5682709489	717.1650211
5558.805201	0.4674661294	837.6267326	0.5757384648	724.0697156
5625.770164	0.4638159908	825.8651604	0.5763005126	741.0229113
5675.282817	0.4852883091	843.3810784	0.5986136556	747.3563727
5710.463723	0.4660276063	851.1905869	0.5660601107	745.2535611
5755.971485	0.4735239754	870.1736341	0.5797479755	749.5282522
5781.125896	0.4797082109	857.1019526	0.5938180477	761.7494468
5791.094742	0.4896542535	859.1660776	0.6048081872	764.9210943
5806.013798	0.4649357809	862.4718623	0.5685689372	763.0107286
5822.059344	0.4624368346	873.3266212	0.5704582436	765.6982255
5864.980541	0.4632768667	869.2139201	0.5758954918	775.2151046
5916.874672	0.4842084047	884.5190663	0.5981963307	775.7486028
5955.374327	0.4655612343	891.6348221	0.5691581022	773.5903071
5994.679577	0.4652852901	902.0943831	0.5727795792	775.5829905
6037.062595	0.4693728614	907.3634671	0.583024151	788.1321548
6084.415037	0.4838807567	914.7769517	0.5990462	791.6386104
6140.050609	0.465385259	927.4284317	0.5686065857	791.3343091
6206.801606	0.461324679	935.7878713	0.5675871543	794.4985667
6263.444212	0.4647060508	938.3406767	0.5749978414	808.6977076
6305.106891	0.4845321604	947.7401824	0.5971531138	813.048273
6338.546244	0.4737908654	956.6522134	0.5752933338	809.729798
6369.38323	0.464732561	952.3794646	0.569199849	810.7186446
6399.14573	0.4692012045	955.4066671	0.5793362486	823.4235011
6438.275237	0.4878065798	968.4537759	0.5992812981	827.9350228
6484.405273	0.4728262155	977.1777003	0.574511641	825.8053528
6516.186712	0.4672304526	974.5618441	0.5728652346	829.159114
6544.233491	0.4707169351	972.0832702	0.5804727907	842.4590392
6566.163463	0.4863325841	977.7698447	0.5974983681	846.7507816
6580.85416	0.4747517847	991.7415819	0.5755720046	842.6526428
6613.593638	0.4680544995	991.6839069	0.5725540693	840.7476879
