Country_Annual_Real_GDP_MC_1	Country_Energy_Intensity_MC_1	Country_Emissions_MC_1	Country_Carbon_Intensity_MC_1	Country_Domestic_Energy_Demand_MC_1
NA	NA	NA	NA	NA
2175.11721	0.2349003929	193.4127846	0.3631365659	120.7076712
2158.568536	0.2356374112	189.9361229	0.3577279495	170.682132
2135.343402	0.2383678938	187.9939028	0.3585789075	228.4078158
2127.802473	0.334356153	237.8784921	0.4405494094	289.5872041
1935.109756	0.5579400667	238.6221452	0.7031113428	305.8229934
1657.214206	0.6387513775	199.4428144	0.7897952915	290.1294301
1376.142229	0.495441358	146.6730495	0.6082141965	264.5399206
1074.863491	0.3936037746	121.1979427	0.5109432686	242.1732486
965.3318665	0.3487259743	106.5368556	0.4628530713	211.6943569
956.4421675	0.3714106069	118.9244346	0.4892588296	186.5270078
914.3270495	0.4120319221	111.3742446	0.5570096435	178.8612309
799.6107753	0.4719510066	78.01660861	0.649279035	168.5832319
680.6322556	0.349167674	51.10350479	0.4648204945	151.9531362
527.6407348	0.4297493953	46.28082613	0.5769035381	150.6389147
418.3449639	0.291216525	37.4202436	0.4136661732	138.5028215
394.8899803	0.2837011079	39.510978	0.3922539958	124.0375211
394.4578361	0.2203284749	36.55128912	0.3272325333	119.0040984
417.7762382	0.2114006909	36.55706973	0.3165491624	120.3016039
446.8201836	0.2208981361	39.69837444	0.3279086385	120.9923616
478.038755	0.2247270776	43.67443466	0.3309041483	122.6735042
511.1803809	0.2215735915	47.34488471	0.3274683736	124.9954696
549.9105162	0.2235092767	50.51095929	0.3290921561	128.0706259
590.3895492	0.2258688148	53.7323589	0.3319524931	131.6523327
629.9731707	0.2282195643	57.56652731	0.3347411236	135.8030479
671.840092	0.2304999568	62.9406043	0.3361505385	140.2162883
720.9492128	0.2342251718	69.0130125	0.338549938	144.7398172
778.0940534	0.2385467343	75.35923888	0.3424151135	150.0179414
842.0113907	0.2432616884	82.19644966	0.3465601377	156.1426713
909.1131468	0.249902677	90.01738966	0.3516223803	163.0506084
975.7525099	0.2576365992	97.19582874	0.3575509645	170.8497492
1042.698769	0.2636724837	105.0799128	0.3641888748	178.4562414
1114.454733	0.2679838471	114.5199515	0.3687129154	186.3848515
1192.627804	0.2776927841	125.8459349	0.3744899542	193.9903022
1280.219743	0.2873573485	137.6647358	0.3801508125	202.4683394
1377.387827	0.2923813662	150.3832139	0.3869208548	211.9306483
1483.242118	0.2936138174	163.3072532	0.3892981559	223.7112695
1593.283519	0.3097656043	180.7282078	0.4009736453	233.9160306
1709.002612	0.325028802	197.4055562	0.4089752999	246.8117044
1823.000358	0.3327142233	213.4422833	0.4206656768	259.8227519
1938.559082	0.3321404037	228.0316393	0.42224985	275.5527168
2065.162824	0.3469875925	251.3159463	0.432538624	286.8919473
2207.04489	0.3654908401	275.7501922	0.4404714206	301.077334
2347.997105	0.3689715817	292.2344902	0.448609648	318.1261818
2473.236796	0.3704073517	302.358699	0.4548324507	338.5241245
2591.593524	0.3837100901	323.5048259	0.4633785204	351.7268482
2703.672662	0.4093233078	349.9073928	0.476854435	364.7213243
2760.583333	0.4294921887	351.5230003	0.5029190181	378.9029459
2820.41536	0.4030890582	341.845759	0.4734564373	391.3505718
2884.452208	0.4132469123	365.600981	0.4821113997	398.4517212
2963.931224	0.4142748134	385.4397482	0.4733954159	406.2423104
3102.7404	0.4216295657	407.0896031	0.483214069	414.7717189
3237.667925	0.4164899207	413.2570449	0.4818207219	432.093994
3362.781852	0.4261129481	434.9987195	0.4909001109	445.2083276
3474.756102	0.4365590213	455.6020417	0.4917367098	459.0470667
3595.092662	0.4398355138	477.0329927	0.4959727141	471.9709444
3704.343884	0.4414926905	485.6501626	0.5025644794	490.4862156
3805.857199	0.4475237651	500.3253147	0.5077538345	500.9156157
3913.247755	0.4497049781	516.8944569	0.5014583654	512.9614444
4014.407533	0.4506569844	534.7630604	0.5042126172	524.3867633
4116.075771	0.4520825015	543.4605606	0.5108426705	541.9757522
4215.036647	0.4551933049	554.4255484	0.5123099796	550.5545133
4304.748701	0.4607196936	568.6895824	0.5088385748	561.5746347
4403.004373	0.4565405238	584.05184	0.5049324118	570.2923549
4510.384261	0.4557361024	594.7838631	0.5089872535	587.1183175
4608.237973	0.4644663038	609.7995532	0.5178960516	596.4284554
4709.966334	0.4647372667	622.2463401	0.5115521875	607.6054441
4769.978082	0.4677189988	627.2950447	0.5167813091	619.3549114
4816.963181	0.4560855943	618.8650707	0.5087773506	634.9084095
4846.373831	0.4708339779	631.3770056	0.5226912341	639.500303
4895.044886	0.4626432322	634.5849598	0.5026221382	641.0334385
4967.395816	0.4638568139	652.4389458	0.5068239475	644.1009291
5021.478102	0.4611396829	648.3744951	0.510807453	656.6116061
5067.300911	0.4706317968	652.2000841	0.5187190903	659.8728681
5144.360047	0.4536862263	658.576025	0.4910053788	661.6854401
5209.327084	0.4555172796	673.7250842	0.4973915797	670.0584113
5265.13354	0.4591924226	673.8137408	0.5075703201	684.602323
5327.932053	0.4711170546	683.9491064	0.5170805507	687.4195271
5397.197388	0.4595108802	693.1619455	0.491680392	689.1875392
5471.448854	0.4563604824	705.5726332	0.4933338928	696.6068618
5541.090084	0.4642648716	710.2566215	0.5084337579	713.0678693
5595.889991	0.4729182052	709.2894627	0.5146217148	717.4726774
5665.379134	0.4578302122	720.3726776	0.4852689669	718.4845571
5723.882859	0.4616692154	736.6962135	0.4949284068	724.0122119
5770.985925	0.4710543904	740.3873718	0.5122876894	737.9562603
5798.243822	0.4944170346	745.6294546	0.5324229761	740.2942433
5822.817689	0.4617170862	732.1330594	0.4852358789	735.4813129
5829.380863	0.4742886817	751.5630754	0.5043144837	739.3683833
5837.380344	0.4713320435	739.0836442	0.5077787058	748.8747999
5850.368126	0.4923549564	742.3781363	0.5257773421	748.531913
5858.248593	0.4651006232	736.565548	0.4849167413	742.7401499
5879.423338	0.4681355367	746.0594319	0.493921633	743.4975415
5920.052177	0.4659573602	745.28279	0.4976850956	750.6138808
5980.660554	0.482987297	757.1261901	0.5115652309	753.2076783
6013.380104	0.4642066802	752.1018958	0.4826400198	751.0082995
6054.752005	0.4621439032	755.5374803	0.4848811236	752.909822
6092.460521	0.4643113575	758.2653947	0.4923668306	761.5943966
6115.310668	0.483590027	767.3883828	0.509772616	764.4462393
6140.356989	0.4676184888	766.6441738	0.4837594371	760.321261
6175.934732	0.4613438038	767.9757052	0.4805582295	759.9156173
6195.117015	0.4714692305	774.4000033	0.4976789339	769.4876069
6204.16297	0.4861265366	775.0019892	0.5110869638	770.6470869
6212.214947	0.4675348613	764.254762	0.4818277479	765.0688434
6214.266727	0.4599738804	765.5685785	0.4788850765	764.4626706
6225.369234	0.4696907336	773.6549575	0.4938186982	772.3729826
6237.353694	0.4852040939	774.0444127	0.5063613624	771.2911485
6239.528995	0.4714710131	766.122819	0.4817249083	765.9589937
6235.403804	0.4613959071	758.2937238	0.4752506189	762.654183
6231.009065	0.4654598001	759.2924965	0.4864616244	770.8991014
6236.827634	0.4815850264	765.7875997	0.5005096152	772.1459546
6232.302901	0.4716695288	762.8175597	0.4817718789	766.4999249
6241.606389	0.4597521534	756.2870377	0.4725707843	763.603213
