Country_Annual_Real_GDP_MC_1	Country_Energy_Intensity_MC_1	Country_Emissions_MC_1	Country_Carbon_Intensity_MC_1	Country_Domestic_Energy_Demand_MC_1
NA	NA	NA	NA	NA
2175.11721	0.2349003929	193.4127846	0.3631365659	120.7076712
2158.568536	0.2356374112	189.9361229	0.3577279495	170.682132
2135.343402	0.2383678938	187.9939028	0.3585789075	228.4078158
2127.802473	0.334356153	237.8784921	0.4405494094	289.5872041
1935.109756	0.5579400667	238.6221452	0.7031113428	305.8229934
1657.214206	0.6387513775	199.4560383	0.7898475844	290.1295039
1376.142229	0.495441358	146.6862734	0.6082687428	264.5401914
1074.863498	0.3936038895	121.2111938	0.5109994063	242.1743898
965.3099507	0.3487543221	106.5501584	0.4629487637	211.6960368
956.435366	0.3713918126	119.6607256	0.4922679821	186.5319827
914.3200355	0.4120347674	112.1191935	0.560746045	178.8704927
799.6009087	0.4719725579	78.75977517	0.6555468159	168.5957181
680.6521307	0.3491488293	51.77189881	0.4710039552	151.9659979
527.730767	0.4278657569	46.99045026	0.5832953281	150.6865477
418.5701692	0.2907460006	38.00295097	0.4193868956	138.5765467
395.2598891	0.2837397819	40.20069757	0.3985212205	124.1381005
395.1177253	0.2200499281	37.16835846	0.3318452872	119.1099171
418.9299543	0.2114886002	37.3373873	0.3215583141	120.3769681
448.4458154	0.2208556574	40.50168873	0.3328208072	121.1066666
480.0692717	0.2247739128	44.53610583	0.3360267268	122.837679
513.3034325	0.2219258619	48.27269111	0.3328049495	125.2650909
552.396329	0.2240980363	51.7092701	0.3345662248	128.2680572
592.6328367	0.2256283002	54.53866846	0.3362968905	131.9758344
633.3002298	0.2271901392	58.65681465	0.3378857279	136.2657913
678.7162866	0.2318540314	65.38240026	0.3418429168	140.5364754
731.4730323	0.2324456194	70.77556833	0.3396498938	145.8218725
797.5231396	0.2361382214	78.55435342	0.3420152362	151.4991205
876.5361886	0.2451177996	89.03425193	0.3503125871	158.2731539
956.7108369	0.2517542604	96.8230495	0.3550669702	166.4775721
1031.82136	0.258855363	103.2418927	0.361273925	175.9987303
1103.100125	0.2679975042	112.2474976	0.3711877208	184.8996794
1174.992355	0.2738985071	123.3733771	0.3769381975	193.6329411
1256.672831	0.2841909465	136.4894151	0.3829342715	200.9253583
1354.264186	0.2943858637	151.3900134	0.3927361777	209.9936461
1462.861907	0.2957875838	163.9978783	0.3954612436	220.8921808
1580.154486	0.2988773	179.2466838	0.3999584431	234.3030059
1707.056788	0.3161409143	200.7786117	0.4117285574	245.3685028
1846.291273	0.3337572885	226.7767313	0.4286215958	259.5693457
1978.289432	0.3402435425	241.2093803	0.4386587112	275.8766631
2101.057201	0.3423537677	254.545935	0.4431996628	294.5379204
2226.206198	0.3580757529	279.4941269	0.4537322175	307.3360188
2366.183491	0.3783728021	316.0572512	0.4726456737	321.3677871
2506.890184	0.3839554055	333.2227005	0.4819561591	338.7452785
2634.922084	0.3877517225	342.9145876	0.4905475433	359.4498674
2756.999537	0.3954654391	361.9838599	0.4931791679	372.8546304
2870.959686	0.4161145976	398.3634489	0.512042748	387.0237443
2930.777595	0.4372044148	403.1174888	0.5408521466	401.9526283
2996.625242	0.4117563474	389.9594894	0.5114749342	415.9317976
3069.52189	0.4186145166	414.7799744	0.5150659875	423.1613832
3153.994791	0.4296572354	450.9436	0.5237684531	431.3661964
3298.706148	0.4340933713	470.9130378	0.5298293717	440.5924066
3433.797469	0.4334783855	476.6994689	0.5324053502	459.2500638
3551.847638	0.4374126488	492.265335	0.5343288183	473.0645424
3656.762884	0.449134088	524.7416576	0.5440161877	488.1173069
3766.26732	0.4521444417	545.7250662	0.5476744555	500.6126396
3872.175613	0.4557057623	555.1240186	0.5546179804	518.3543975
3964.526623	0.4671484004	571.75254	0.5650407397	528.3688923
4048.935477	0.4687214323	589.6842959	0.5648363665	538.550414
4133.140948	0.4699465389	609.2242872	0.5651205327	548.1877254
4221.413332	0.4649510225	612.5209349	0.5641934854	564.9910434
4323.223374	0.4716397401	632.246034	0.5683423085	572.7282114
4419.504398	0.481621597	659.0334705	0.5780785362	583.1322861
4516.038447	0.4750160665	669.4464656	0.5700514924	590.9810993
4593.393958	0.4834866076	677.6766195	0.5850757623	607.2309151
4654.136931	0.4807539182	681.7735679	0.5799999327	613.8929149
4711.799474	0.4894956516	702.6536936	0.5888750846	622.6369984
4735.594004	0.4802460007	696.0165437	0.5804717832	628.4225399
4743.456403	0.473233765	677.4043412	0.5780686226	641.8590841
4724.372032	0.4833659055	682.0504536	0.5892851934	643.2697197
4738.971658	0.4736343884	693.4367119	0.5709561836	638.8286354
4748.985887	0.4856522391	712.2619142	0.5876930242	635.45506
4756.436005	0.4700335571	680.1647482	0.5762899839	640.1085346
4773.461734	0.4764494158	686.6164738	0.5813881288	639.2464916
4827.480386	0.4584679264	703.221286	0.5541394311	638.3113357
4854.361355	0.473245985	718.6041653	0.5780893569	644.3132459
4867.768813	0.4644705571	691.244314	0.5744605969	653.8721472
4881.445872	0.481416425	703.1701358	0.5888161659	651.3368923
4889.52581	0.4576225821	709.2547449	0.5510046135	646.2765166
4935.22431	0.4685772898	736.9152853	0.5700303625	648.0098013
4998.304323	0.4699861791	730.1098517	0.5766716727	657.4395576
5061.387858	0.48257678	737.3171153	0.5868323179	660.0574127
5124.68905	0.4648603016	751.909368	0.5589343851	661.3161965
5171.471326	0.4706512233	768.0226539	0.5723908094	670.0588549
5222.051664	0.4726085403	765.5798929	0.578874359	682.5472775
5266.183549	0.4850641627	773.1971304	0.5887696326	685.4742743
5308.077806	0.4635026389	777.7155155	0.5569526107	684.8632847
5355.875436	0.4731864958	796.9127512	0.5735313039	692.2110349
5364.372879	0.4817547219	788.5124086	0.5895590224	703.4651375
5385.298773	0.4815452558	780.5458239	0.5852032036	703.4941231
5412.553949	0.4696080437	799.8195994	0.5630592149	702.7218586
5449.355793	0.462978083	804.763578	0.5616770839	706.0970221
5521.726869	0.4712165572	810.1286868	0.5756428309	716.4154047
5575.735345	0.4819785371	817.4895094	0.586488716	719.804532
5614.602704	0.4662995673	823.8453845	0.5613236037	718.5378004
5666.433983	0.4604147901	832.9930443	0.5594086083	724.1296357
5718.834349	0.476333885	841.8580688	0.5817717102	737.3910283
5767.196741	0.4810226815	847.6329864	0.5852891485	741.1052131
5805.320962	0.471233834	855.3694373	0.5669081111	739.9158179
5834.731522	0.4683154876	860.4719832	0.5674209614	742.9674226
5863.430302	0.4676359382	858.1485689	0.5714960322	753.2280304
5887.895209	0.4801789751	863.0860844	0.5849512491	755.7314223
5919.148973	0.4643413372	868.4040751	0.5592898443	752.2015783
5954.753039	0.4593059685	871.7725807	0.556839118	752.9865061
5992.922537	0.4651273294	876.6525853	0.5677452518	763.4278993
6023.962127	0.4832739199	888.9976857	0.5871332136	766.6232403
6048.85262	0.4671957425	888.1410847	0.5611106566	763.5501771
6052.20668	0.4650931631	885.4254569	0.5632608345	764.7830967
6058.792014	0.4608387981	877.5059612	0.5636181039	772.3057686
6050.836443	0.4780026961	877.1509144	0.5837181379	773.4694707
6037.303921	0.4563750601	867.3689394	0.5515382574	765.9008489
6025.589856	0.4563836701	868.0161203	0.5554805814	762.6535684
